geometry.coordinates,geometry.type,properties.bike,properties.bike_avg,properties.car,properties.car_avg,properties.car_speed_buckets,properties.car_speed_histogram,properties.id,properties.last_data_package,properties.lorry,properties.lorry_avg,properties.oneway,properties.pedestrian,properties.pedestrian_avg,properties.road_speed,properties.road_type,properties.speed,properties.typical_data,type
"[[[4.472836461792271, 51.12783004486238], [4.472999969118279, 51.12782101267727], [4.473050545311225, 51.12776866460624], [4.473080496939867, 51.127737661559], [4.473530656836193, 51.12727171206542], [4.47367300338544, 51.127117842943555], [4.474234642220758, 51.126516358920505], [4.474890213925672, 51.125739264591836], [4.474948241714376, 51.12567047897795], [4.475006478066974, 51.125632579244865]]]",MultiLineString,,0,,0,,,102346,,,0,False,,0,,,50,,Feature
"[[[4.350304033189318, 50.9807002503618], [4.350303410389173, 50.98070115925096], [4.350302785766165, 50.98070206871519], [4.350264572463745, 50.980757720900336], [4.349969271857882, 50.981187789975074], [4.349891967258818, 50.981300372867345]]]",MultiLineString,153.0,12,4773.0,357,"[0, 1, 2, 3, 4, 5, 6, 7]","[443, 331, 1196, 1762, 824, 145, 21, 54]",63170,,0.0,0,False,33.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 94, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 12, 'car': 410, 'lorry': 2}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 12, 'car': 261, 'lorry': 1}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 17, 'car': 224, 'lorry': 1}, {'hour': '11:00:00', 'pedestrian': 2, 'bike': 11, 'car': 237, 'lorry': 2}, {'hour': '12:00:00', 'pedestrian': 2, 'bike': 11, 'car': 223, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 1, 'bike': 12, 'car': 232, 'lorry': 1}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 15, 'car': 244, 'lorry': 1}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 17, 'car': 301, 'lorry': 1}, {'hour': '16:00:00', 'pedestrian': 1, 'bike': 17, 'car': 400, 'lorry': 3}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 14, 'car': 430, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 0, 'bike': 12, 'car': 357, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.3945547807075, 51.215257817003945], [4.394506290192055, 51.21516776028651], [4.3944550474897754, 51.215108470112234], [4.394447016358804, 51.21509354453376], [4.394276397064422, 51.21477643982992], [4.394238538690704, 51.214704202125134], [4.3941976894816035, 51.21462625678079]]]",MultiLineString,3507.0,175,2970.0,162,"[0, 1, 2, 3, 4, 5]","[1065, 1512, 358, 18, 9, 9]",463564,,0.0,0,False,2246.0,111,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '08:00:00', 'pedestrian': 173, 'bike': 282, 'car': 182, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 81, 'bike': 166, 'car': 120, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 79, 'bike': 126, 'car': 98, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 104, 'bike': 136, 'car': 122, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 111, 'bike': 202, 'car': 162, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 38, 'bike': 146, 'car': 136, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 114, 'bike': 103, 'car': 116, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 122, 'bike': 127, 'car': 137, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 189, 'bike': 139, 'car': 128, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 180, 'bike': 255, 'car': 172, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 162, 'bike': 242, 'car': 190, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.3962369257411735, 51.21414051025977], [4.396277899450701, 51.21421341907441], [4.396282252920989, 51.214221166188686], [4.396494048960357, 51.21459803152421], [4.39653880761908, 51.21467767329721]]]",MultiLineString,208.0,12,109.0,2,"[0, 1, 2, 5, 7]","[31, 54, 19, 4, 4]",442623,,0.0,0,False,659.0,30,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 5, 'bike': 23, 'car': 24, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 10, 'bike': 19, 'car': 20, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 10, 'bike': 15, 'car': 20, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 13, 'bike': 20, 'car': 26, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 12, 'bike': 24, 'car': 34, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 18, 'bike': 26, 'car': 31, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 17, 'bike': 18, 'car': 35, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 18, 'bike': 23, 'car': 39, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 20, 'bike': 29, 'car': 40, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 19, 'bike': 29, 'car': 39, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 15, 'bike': 61, 'car': 57, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 7, 'bike': 43, 'car': 53, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 0, 'bike': 16, 'car': 54, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[3.639310769761333, 50.95745367764731], [3.639158973209456, 50.95750032160931], [3.6391246853078836, 50.95751085747209], [3.6390305500121163, 50.9575397833976], [3.6381924462072135, 50.957781415077534], [3.637656601581021, 50.95794520664457], [3.6374545198779216, 50.95800697633065]]]",MultiLineString,,0,,0,,,431570,,,0,False,,0,,,50,,Feature
"[[[4.390492160632791, 51.17235681804511], [4.390637004822522, 51.172364071031744], [4.392663720905378, 51.17246553919662], [4.392935632127488, 51.17248004916403], [4.393110971166603, 51.17248940564742]]]",MultiLineString,210.0,90,262.0,112,,,418799,,41.0,17,False,10.0,4,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 0, 'car': 12, 'lorry': 0}, {'hour': '06:00:00', 'pedestrian': 6, 'bike': 17, 'car': 38, 'lorry': 2}, {'hour': '07:00:00', 'pedestrian': 10, 'bike': 48, 'car': 76, 'lorry': 1}, {'hour': '08:00:00', 'pedestrian': 7, 'bike': 66, 'car': 108, 'lorry': 3}, {'hour': '09:00:00', 'pedestrian': 4, 'bike': 21, 'car': 106, 'lorry': 4}, {'hour': '10:00:00', 'pedestrian': 3, 'bike': 23, 'car': 127, 'lorry': 2}, {'hour': '11:00:00', 'pedestrian': 3, 'bike': 19, 'car': 120, 'lorry': 1}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 12, 'car': 149, 'lorry': 1}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 8, 'car': 133, 'lorry': 2}, {'hour': '14:00:00', 'pedestrian': 1, 'bike': 7, 'car': 120, 'lorry': 6}, {'hour': '15:00:00', 'pedestrian': 2, 'bike': 13, 'car': 163, 'lorry': 1}, {'hour': '16:00:00', 'pedestrian': 3, 'bike': 21, 'car': 181, 'lorry': 3}, {'hour': '17:00:00', 'pedestrian': 6, 'bike': 28, 'car': 211, 'lorry': 1}, {'hour': '18:00:00', 'pedestrian': 5, 'bike': 26, 'car': 179, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 3, 'bike': 17, 'car': 105, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 4, 'bike': 15, 'car': 95, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 2, 'bike': 14, 'car': 74, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.390876117179136, 51.166516105989636], [4.391054204460932, 51.1666174740689], [4.391078141691038, 51.166631099247574], [4.391128767523381, 51.166654582768444], [4.391586773598014, 51.16686703118586], [4.391808729305406, 51.167040200151966], [4.391959374384309, 51.1671271992761], [4.392265120182701, 51.16740305365485], [4.392423429953843, 51.16752246180904], [4.392574846204638, 51.16762140254812], [4.39263609367551, 51.167661029845604], [4.392700769118708, 51.16770287520614]]]",MultiLineString,497.0,34,1461.0,103,,,418405,,288.0,9,False,224.0,26,,,50,"[{'hour': '05:00:00', 'pedestrian': 5, 'bike': 3, 'car': 23, 'lorry': 6}, {'hour': '06:00:00', 'pedestrian': 6, 'bike': 24, 'car': 59, 'lorry': 14}, {'hour': '07:00:00', 'pedestrian': 13, 'bike': 59, 'car': 154, 'lorry': 27}, {'hour': '08:00:00', 'pedestrian': 20, 'bike': 93, 'car': 250, 'lorry': 37}, {'hour': '09:00:00', 'pedestrian': 10, 'bike': 42, 'car': 138, 'lorry': 21}, {'hour': '10:00:00', 'pedestrian': 12, 'bike': 32, 'car': 139, 'lorry': 23}, {'hour': '11:00:00', 'pedestrian': 12, 'bike': 31, 'car': 146, 'lorry': 24}, {'hour': '12:00:00', 'pedestrian': 11, 'bike': 33, 'car': 151, 'lorry': 33}, {'hour': '13:00:00', 'pedestrian': 7, 'bike': 35, 'car': 138, 'lorry': 29}, {'hour': '14:00:00', 'pedestrian': 8, 'bike': 26, 'car': 145, 'lorry': 33}, {'hour': '15:00:00', 'pedestrian': 9, 'bike': 44, 'car': 151, 'lorry': 37}, {'hour': '16:00:00', 'pedestrian': 9, 'bike': 60, 'car': 203, 'lorry': 33}, {'hour': '17:00:00', 'pedestrian': 11, 'bike': 65, 'car': 243, 'lorry': 22}, {'hour': '18:00:00', 'pedestrian': 9, 'bike': 40, 'car': 165, 'lorry': 13}, {'hour': '19:00:00', 'pedestrian': 11, 'bike': 26, 'car': 114, 'lorry': 9}, {'hour': '20:00:00', 'pedestrian': 9, 'bike': 16, 'car': 91, 'lorry': 6}, {'hour': '21:00:00', 'pedestrian': 7, 'bike': 14, 'car': 82, 'lorry': 5}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[3.961660422554976, 51.174096776333265], [3.9618278139267407, 51.174055412243966], [3.9619357558237867, 51.17403619759201], [3.9619511665926064, 51.17403538536309], [3.9620261713823197, 51.17403143392562], [3.962144636700207, 51.17403575354442], [3.962403181783646, 51.17404201713459], [3.9629303080170866, 51.174058082769285], [3.96314762036318, 51.17406542518445], [3.963324005387335, 51.17407617871948], [3.9637128126966785, 51.17410439527428], [3.9640980915348805, 51.174135375910765], [3.9650749768626277, 51.17422204721701], [3.965854294361505, 51.17428873851363], [3.966408800305373, 51.17433882309016], [3.9668630868045596, 51.17438536386801], [3.9672829231791766, 51.174435651861465], [3.9678883670933143, 51.17451400910348], [3.9687468690072403, 51.1746307384449], [3.9691372225799166, 51.174691382112044], [3.9693646055750222, 51.17473063919524], [3.9693935459184595, 51.17473563591953], [3.969486001031014, 51.17475551649188]]]",MultiLineString,,0,,0,,,377443,,,0,False,,0,,,50,,Feature
"[[[4.475679205038871, 50.776018479966865], [4.475752089750686, 50.776063351063826], [4.475807996897419, 50.77609776942163], [4.476228368875292, 50.77634900750705], [4.476323679716231, 50.77640711164086], [4.4764113525635665, 50.776470071730266], [4.476491387654293, 50.77653681017979], [4.476553576163237, 50.77660356568381], [4.4767333714776925, 50.77681515291296], [4.476946405075365, 50.7770671196934], [4.477116830758757, 50.77726793832869], [4.477165415295297, 50.77733039571683], [4.477208052513894, 50.77739393566344], [4.477267761720724, 50.777489789181494], [4.4774863124218065, 50.77791955803827], [4.477716793038401, 50.77836116957712], [4.477885889963508, 50.77871716664161], [4.477985743147307, 50.77889811399469], [4.478110213578128, 50.77913962025436], [4.478320213168099, 50.77954962042045], [4.47843739194585, 50.77978727032894], [4.478488706848243, 50.77992515791856], [4.478529844133725, 50.78007167654593], [4.478562477222633, 50.780216047379966], [4.478658985652199, 50.78077355700097]]]",MultiLineString,92.0,13,3899.0,428,"[0, 1, 2, 3, 4, 5, 6, 7]","[189, 36, 232, 1512, 1307, 408, 105, 115]",385814,,261.0,50,False,16.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 0, 'car': 230, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 6, 'car': 279, 'lorry': 21}, {'hour': '09:00:00', 'pedestrian': 0, 'bike': 7, 'car': 195, 'lorry': 21}, {'hour': '10:00:00', 'pedestrian': 0, 'bike': 8, 'car': 188, 'lorry': 19}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 11, 'car': 207, 'lorry': 21}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 8, 'car': 217, 'lorry': 17}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 8, 'car': 209, 'lorry': 18}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 9, 'car': 219, 'lorry': 22}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 13, 'car': 238, 'lorry': 24}, {'hour': '16:00:00', 'pedestrian': 0, 'bike': 14, 'car': 296, 'lorry': 23}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 12, 'car': 394, 'lorry': 25}, {'hour': '18:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.735300201644748, 50.90082956784644], [4.735438951315199, 50.90097386822324], [4.735550200623935, 50.90108956813106], [4.735794858552369, 50.90130258384985], [4.735960201549342, 50.901419567219065], [4.736041445922531, 50.901479404950294], [4.73727020103363, 50.90217956714713], [4.73749663868697, 50.9023259199703], [4.737641061428846, 50.90242177577021], [4.737750200517754, 50.902499567335425], [4.73814971163033, 50.90283698872794], [4.738564084630517, 50.90322282449134], [4.738700202500635, 50.90334956570028]]]",MultiLineString,,0,,0,,,350499,,,0,False,,0,,,50,,Feature
"[[[4.733195437721935, 50.88178912439202], [4.73312237499479, 50.88181305353073], [4.732766846508804, 50.881929494036214], [4.732703305506952, 50.881949936167274], [4.73264765787126, 50.8819678389781]]]",MultiLineString,,0,,0,,,349811,,,0,False,,0,,,50,,Feature
"[[[4.743170183851583, 50.87743623935266], [4.743142376838281, 50.87745941166035], [4.7430501840429615, 50.877536237960065], [4.743036009107689, 50.87754549775304], [4.742115833042263, 50.878146577591366], [4.741505992939813, 50.878538840249746], [4.74124809594605, 50.8787129496498], [4.740900859325731, 50.87893907663103], [4.740627400041772, 50.879118241748145], [4.740570737148591, 50.87915536646808], [4.740525519489194, 50.87918499164868]]]",MultiLineString,,0,,0,,,349759,,,0,False,,0,,,50,,Feature
"[[[4.742620375201132, 50.88239243871215], [4.742696631463478, 50.8824502386837], [4.742779489844377, 50.88250212902304], [4.7428983452386415, 50.88256568136161], [4.7430304643176875, 50.88262498554359], [4.743174517482601, 50.88268004462296], [4.743314487180072, 50.882723340146555], [4.743441073677146, 50.88275574242866], [4.7435755909167465, 50.882782230697174], [4.743710061216574, 50.88280283045715], [4.74383386021585, 50.882819258563806], [4.743961588450948, 50.88282810318587], [4.744766872028358, 50.88285708981651], [4.744836582876255, 50.88285925368425], [4.744868253003084, 50.88286023651567], [4.744876723174156, 50.88286049929008], [4.7449871784778646, 50.88287108051387], [4.745085286391897, 50.882886699765486]]]",MultiLineString,973.0,17,1742.0,89,,,349726,,0.0,0,False,95.0,1,,,50,"[{'hour': '05:00:00', 'pedestrian': 0, 'bike': 5, 'car': 28, 'lorry': 0}, {'hour': '06:00:00', 'pedestrian': 1, 'bike': 13, 'car': 94, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 3, 'bike': 54, 'car': 200, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 4, 'bike': 61, 'car': 237, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 1, 'bike': 51, 'car': 105, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 3, 'bike': 34, 'car': 153, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 2, 'bike': 26, 'car': 151, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 4, 'bike': 49, 'car': 187, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 3, 'bike': 37, 'car': 119, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 2, 'bike': 37, 'car': 132, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 2, 'bike': 38, 'car': 123, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 0, 'bike': 38, 'car': 135, 'lorry': 0}, {'hour': '17:00:00', 'pedestrian': 0, 'bike': 36, 'car': 153, 'lorry': 0}, {'hour': '18:00:00', 'pedestrian': 4, 'bike': 35, 'car': 150, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': 1, 'bike': 26, 'car': 104, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 1, 'bike': 16, 'car': 110, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 4, 'bike': 17, 'car': 91, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.728484584779446, 50.88400248774743], [4.72846919639052, 50.88402384635181], [4.728445759313042, 50.884045246350674], [4.728420546449127, 50.884063744081544], [4.728392116605557, 50.884084601327885], [4.728062265523321, 50.8843536801311], [4.727960122666549, 50.88443700245562], [4.727920194221043, 50.88446957402554]]]",MultiLineString,,0,,0,,,349692,,,0,False,,0,,,50,,Feature
"[[[4.7320634008155045, 50.875610072732584], [4.732087399061762, 50.875637087178596], [4.732224385517708, 50.875719882655936], [4.73369476163721, 50.87657335936957], [4.733822709256445, 50.87664762366529]]]",MultiLineString,,0,,0,,,349616,,,0,False,,0,,,50,,Feature
"[[[4.73178580438714, 50.867273229519455], [4.731867022503987, 50.86738002923533], [4.732311734139119, 50.867964804971635], [4.732532283106029, 50.86825702864891], [4.733019575993547, 50.86889127907513], [4.733224073811818, 50.869163881871636], [4.733310865594662, 50.8692795779759]]]",MultiLineString,161.0,14,1669.0,177,"[0, 1, 2, 3, 4, 5, 6, 7]","[135, 64, 523, 728, 181, 24, 4, 14]",349417,,265.0,0,False,40.0,14,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '07:00:00', 'pedestrian': 0, 'bike': 29, 'car': 88, 'lorry': 0}, {'hour': '08:00:00', 'pedestrian': 3, 'bike': 12, 'car': 85, 'lorry': 10}, {'hour': '09:00:00', 'pedestrian': 4, 'bike': 9, 'car': 63, 'lorry': 7}, {'hour': '10:00:00', 'pedestrian': 2, 'bike': 9, 'car': 69, 'lorry': 12}, {'hour': '11:00:00', 'pedestrian': 2, 'bike': 10, 'car': 88, 'lorry': 12}, {'hour': '12:00:00', 'pedestrian': 3, 'bike': 10, 'car': 94, 'lorry': 16}, {'hour': '13:00:00', 'pedestrian': 2, 'bike': 9, 'car': 80, 'lorry': 15}, {'hour': '14:00:00', 'pedestrian': 3, 'bike': 8, 'car': 89, 'lorry': 15}, {'hour': '15:00:00', 'pedestrian': 3, 'bike': 13, 'car': 108, 'lorry': 17}, {'hour': '16:00:00', 'pedestrian': 6, 'bike': 18, 'car': 133, 'lorry': 20}, {'hour': '17:00:00', 'pedestrian': 2, 'bike': 19, 'car': 139, 'lorry': 14}, {'hour': '18:00:00', 'pedestrian': 14, 'bike': 14, 'car': 177, 'lorry': 0}, {'hour': '19:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '20:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '21:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
"[[[4.735916528406058, 50.86867695558598], [4.735830059686351, 50.86869683625662], [4.735470185811851, 50.868779576815875], [4.735292476062063, 50.86882131252436], [4.735225180834808, 50.86883711692004], [4.734150185372151, 50.86908957730089], [4.733557024146134, 50.86922141751403], [4.733433426742815, 50.869250620242916], [4.733310865594662, 50.8692795779759]]]",MultiLineString,,0,,0,,,349398,,,0,False,,0,,,50,,Feature
"[[[4.701852937686397, 50.86600824402309], [4.701724478550075, 50.866092178590904], [4.701684152843573, 50.86612242279121], [4.701596106580008, 50.86618845765304], [4.701496212435874, 50.86627990801158], [4.70139194389449, 50.86638941425134], [4.701263288465052, 50.86654477854525], [4.701227010331483, 50.866588587181774]]]",MultiLineString,23.0,0,226.0,2,"[0, 1]","[204, 23]",348660,,0.0,0,False,0.0,0,,,50,"[{'hour': '05:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}, {'hour': '06:00:00', 'pedestrian': 0, 'bike': 2, 'car': 22, 'lorry': 0}, {'hour': '07:00:00', 'pedestrian': 4, 'bike': 36, 'car': 67, 'lorry': 4}, {'hour': '08:00:00', 'pedestrian': 0, 'bike': 0, 'car': 9, 'lorry': 0}, {'hour': '09:00:00', 'pedestrian': 0, 'bike': 0, 'car': 4, 'lorry': 0}, {'hour': '10:00:00', 'pedestrian': 0, 'bike': 0, 'car': 6, 'lorry': 0}, {'hour': '11:00:00', 'pedestrian': 0, 'bike': 0, 'car': 23, 'lorry': 0}, {'hour': '12:00:00', 'pedestrian': 0, 'bike': 1, 'car': 23, 'lorry': 0}, {'hour': '13:00:00', 'pedestrian': 0, 'bike': 2, 'car': 9, 'lorry': 0}, {'hour': '14:00:00', 'pedestrian': 0, 'bike': 0, 'car': 14, 'lorry': 0}, {'hour': '15:00:00', 'pedestrian': 0, 'bike': 11, 'car': 26, 'lorry': 0}, {'hour': '16:00:00', 'pedestrian': 4, 'bike': 39, 'car': 108, 'lorry': 1}, {'hour': '17:00:00', 'pedestrian': 4, 'bike': 65, 'car': 119, 'lorry': 4}, {'hour': '18:00:00', 'pedestrian': 6, 'bike': 51, 'car': 113, 'lorry': 1}, {'hour': '19:00:00', 'pedestrian': 5, 'bike': 36, 'car': 75, 'lorry': 0}, {'hour': '20:00:00', 'pedestrian': 1, 'bike': 28, 'car': 46, 'lorry': 0}, {'hour': '21:00:00', 'pedestrian': 2, 'bike': 17, 'car': 38, 'lorry': 0}, {'hour': '22:00:00', 'pedestrian': None, 'bike': None, 'car': None, 'lorry': None}]",Feature
